"correct","participant_id","rt","response","stimulus","trial_type","trial_index","plugin_version","time_elapsed"
"a","","1661","a","data/A/output10-6.wav","audio-keyboard-response","3","2.1.0","5711"
"h","","298","a","data/H/122.6-4.wav","audio-keyboard-response","4","2.1.0","6013"
"h","","296","a","data/H/148.6-6.wav","audio-keyboard-response","5","2.1.0","6315"
"a","","296","a","data/A/output14-6.wav","audio-keyboard-response","6","2.1.0","6617"
